|   Proposed Partitions |   Discovered Partitions |   BCS[-] |   ICP[-] |   SM[+] |   MQ[+] |   IFN[-] |   WC_time[-] |   Loss[-] |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.98 |     4.305 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.06 |     2.636 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.05 |     3.622 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.95 |     4.305 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.92 |     2.636 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.97 |     3.622 |
|                     8 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.91 |     4.305 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         1.91 |     2.563 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.98 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.88 |     2.436 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         1.89 |     3.405 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.93 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.98 |     2.436 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.02 |     4.305 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.98 |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.92 |     3.622 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.92 |     3.622 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.94 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.86 |     2.636 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.94 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.94 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.92 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.93 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.99 |     2.436 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.93 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.96 |     2.436 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.94 |     3.622 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.01 |     3.622 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.94 |     3.622 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         1.98 |     2.563 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.92 |     4.305 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.9  |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         1.93 |     3.405 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.97 |     3.622 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.05 |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.81 |     3.622 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.93 |     4.305 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.9  |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.93 |     3.622 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.86 |     3.622 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         2.03 |     3.55  |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.96 |     2.636 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.92 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.94 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.97 |     2.436 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.96 |     4.305 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         1.95 |     3.405 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.95 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.92 |     2.436 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.97 |     3.622 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.06 |     2.636 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.96 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.93 |     2.436 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.91 |     2.636 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.94 |     2.636 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.98 |     4.305 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.96 |     3.622 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.97 |     4.305 |
|                     8 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.98 |     4.305 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.98 |     3.622 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.94 |     4.305 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.96 |     4.305 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.94 |     4.305 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.04 |     3.622 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.94 |     4.305 |
|                     6 |                       7 |    2.797 |    0.54  |   0.189 |   4.354 |    4.857 |         1.91 |     3.651 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.96 |     4.305 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.06 |     4.305 |
|                     6 |                       7 |    2.797 |    0.54  |   0.189 |   4.354 |    4.857 |         1.98 |     3.651 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.95 |     4.305 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         1.9  |     2.563 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.94 |     4.305 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.97 |     4.305 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.88 |     4.305 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         1.93 |     2.563 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         1.9  |     2.563 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2    |     2.563 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         1.96 |     2.563 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.98 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.05 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.96 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.93 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.96 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.95 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.01 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.99 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.92 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.99 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.91 |     2.436 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.95 |     3.622 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.98 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.93 |     2.436 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.95 |     3.622 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.96 |     2.636 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2    |     3.622 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.02 |     3.622 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.93 |     4.305 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.91 |     3.622 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.03 |     4.305 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.97 |     3.622 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.85 |     4.305 |
|                     8 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.95 |     4.305 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.03 |     3.405 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.93 |     4.305 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.97 |     3.622 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.01 |     2.636 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.94 |     2.436 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.18 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.94 |     2.436 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.94 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2    |     2.436 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2    |     4.305 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.99 |     3.622 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.97 |     3.622 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         1.96 |     3.405 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.92 |     2.636 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.96 |     4.305 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.02 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.88 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.97 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.18 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.71 |     2.436 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.23 |     3.622 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         3.17 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         3.12 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         4.26 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.85 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.44 |     2.436 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         3.86 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.32 |     2.436 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.34 |     4.305 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         6.79 |     3.622 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         2.1  |     3.55  |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.27 |     3.622 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.56 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.39 |     2.436 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.28 |     2.636 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.15 |     2.436 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.06 |     2.636 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.39 |     3.405 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.39 |     3.622 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.09 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.08 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2    |     2.436 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.94 |     2.636 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.28 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.01 |     2.436 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.18 |     2.636 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.3  |     3.622 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.92 |     4.305 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.98 |     3.622 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.18 |     3.622 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.01 |     2.563 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.94 |     2.636 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.98 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2    |     2.436 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.97 |     2.636 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.98 |     4.305 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.96 |     4.305 |
|                     8 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.11 |     4.305 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.97 |     3.622 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.98 |     2.636 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.98 |     3.622 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2    |     3.622 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.85 |     4.305 |
|                     5 |                       6 |    2.72  |    0.465 |   0.228 |   4.135 |    4.667 |         1.93 |     3.489 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.94 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.01 |     3.622 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.93 |     4.305 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2    |     2.636 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         1.99 |     3.405 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.93 |     4.305 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.95 |     4.305 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.09 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.94 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.91 |     2.436 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.93 |     3.622 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.93 |     3.622 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.03 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2    |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.91 |     2.436 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.04 |     3.405 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.1  |     2.436 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.98 |     3.622 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         1.95 |     3.55  |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.92 |     3.622 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.96 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.07 |     2.436 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.96 |     4.305 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.96 |     2.636 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.27 |     3.622 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.14 |     3.622 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.9  |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2    |     2.636 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.04 |     3.622 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.66 |     3.622 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.66 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.18 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.75 |     2.436 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         4.57 |     2.636 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.59 |     2.563 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         3.02 |     4.305 |
|                     6 |                       7 |    2.797 |    0.54  |   0.189 |   4.354 |    4.857 |         3.22 |     3.651 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.72 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         3.05 |     2.436 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         4.54 |     4.305 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.68 |     3.622 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.43 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.54 |     2.636 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.19 |     2.636 |
|                    14 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.34 |     3.622 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.54 |     4.305 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.08 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.5  |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.36 |     2.436 |
|                    13 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.38 |     4.305 |
|                    15 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.14 |     3.622 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.98 |     2.636 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         2.14 |     2.563 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.11 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.18 |     2.436 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.07 |     2.436 |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         1.98 |     3.405 |
|                    11 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.03 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.02 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.27 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.36 |     2.436 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.97 |     2.436 |
|                    16 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.96 |     3.622 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.19 |     3.622 |
|                    12 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.12 |     4.305 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2    |     2.436 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.13 |     3.622 |
|                     4 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.16 |     2.436 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.12 |     4.305 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.03 |     4.305 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2.1  |     2.436 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.94 |     3.622 |
|                     7 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.08 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.97 |     2.436 |
|                    15 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.06 |     4.305 |
|                     5 |                       7 |    2.822 |    0.538 |   0.194 |   4.473 |    4.857 |         2.25 |     3.55  |
|                     6 |                       6 |    2.691 |    0.458 |   0.218 |   4.026 |    4.5   |         2.04 |     3.405 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.02 |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         1.99 |     2.436 |
|                    16 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.98 |     4.305 |
|                    11 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.01 |     4.305 |
|                     8 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.2  |     3.622 |
|                     3 |                       7 |    2.741 |    0.479 |   0.22  |   4.564 |    4     |         2    |     2.436 |
|                    10 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.86 |     3.622 |
|                     4 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         2.04 |     2.636 |
|                     9 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         2.13 |     3.622 |
|                     7 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.97 |     4.305 |
|                    13 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.95 |     3.622 |
|                     9 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.91 |     4.305 |
|                     5 |                       6 |    2.695 |    0.431 |   0.253 |   4.31  |    4     |         1.99 |     2.563 |
|                     8 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.95 |     4.305 |
|                    12 |                       6 |    2.691 |    0.468 |   0.228 |   3.809 |    4.5   |         1.91 |     3.622 |
|                    14 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         2.08 |     4.305 |
|                     3 |                       7 |    2.741 |    0.488 |   0.217 |   4.519 |    4.143 |         1.89 |     2.636 |
|                    10 |                       7 |    2.797 |    0.59  |   0.194 |   4.031 |    5.143 |         1.94 |     4.305 |
