  Partitions	  BCS[-]	  ICP[-]	  SM[+]	  MQ[+]	  IFN[-]	  WC_time[-]	  Loss[-]
           3	   2.253	   0.128	  0.087	  1.703	   3    	        4.37	   -1.171
           3	   3.283	   0.338	  0.133	  2.377	   6.333	        4.32	    0.202
           2	   3.605	   0.243	  0.126	  1.611	   6.5  	        3.59	    0.915
           3	   3.283	   0.35 	  0.131	  2.223	   6.667	        4.38	    0.68
           3	   2.484	   0.428	  0.041	  1.526	   7    	        4.81	    2.521
           4	   2.054	   0.522	  0.204	  2.26 	   7    	        4.81	    1.96
           3	   2.642	   0.362	  0.189	  1.777	   6.333	        4.49	    1.363
           3	   3.41 	   0.476	  0.087	  2.109	   7.667	        4.32	    1.585
           4	   2.036	   0.291	  0.252	  2.537	   4.25 	        4.78	   -0.866
           4	   2.585	   0.327	  0.241	  2.318	   5    	        4.78	   -0.471
           3	   3.312	   0.421	  0.088	  1.956	   7.667	        4.49	    1.89
           4	   2.462	   0.473	  0.181	  2.548	   6.75 	        5.02	    1.086
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.1 	   -2.804
           4	   2.462	   0.426	  0.17 	  2.56 	   6.25 	        4.91	    0.632
           2	   3.379	   0.233	  0.082	  1.652	   6    	        3.96	    0.654
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.4 	   -2.804
           4	   2.737	   0.421	  0.19 	  2.624	   6    	        6.26	    0.028
           3	   2.642	   0.414	  0.186	  1.995	   7    	        5.44	    1.763
           4	   2.809	   0.501	  0.173	  2.546	   6.25 	        4.96	    0.221
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        3.92	   -0.358
           4	   2.893	   0.408	  0.241	  2.646	   5    	        4.94	   -1.188
           4	   2.337	   0.277	  0.09 	  1.987	   4    	        4.56	   -0.691
           4	   1.281	   0.137	  0.185	  1.957	   2    	        4.79	   -1.56
           4	   3.391	   0.543	  0.16 	  2.682	   6.5  	        4.82	   -0.276
           3	   2.253	   0.238	  0.062	  1.652	   4.333	        4.61	    0.128
           4	   2.636	   0.369	  0.091	  2.33 	   5.75 	        7.14	    0.324
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.89	   -1.328
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.19	   -1.325
           3	   3.283	   0.402	  0.107	  2.182	   7.667	        4.57	    1.693
           4	   2.51 	   0.374	  0.231	  2.46 	   4.75 	        4.81	   -0.825
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.2 	   -0.826
           3	   3.24 	   0.474	  0.075	  1.848	   8.667	        4.41	    3.03
           2	   3.402	   0.155	  0.095	  1.69 	   5.5  	        3.86	    0.158
           3	   2.403	   0.367	  0.222	  2.167	   6.333	        4.58	    1.174
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        3.83	   -0.108
           2	   3.414	   0.348	  0.043	  1.533	   9.5  	        3.94	    4.162
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.08	   -2.804
           2	   3.726	   0.418	  0.043	  1.567	   9.5  	        3.97	    3.746
           4	   2.593	   0.304	  0.197	  2.318	   4.5  	        5.09	   -0.912
           3	   2.403	   0.332	  0.111	  1.945	   6    	        4.6 	    1.209
           4	   1.863	   0.255	  0.193	  2.273	   3.25 	        4.87	   -1.334
           3	   2.253	   0.167	  0.078	  1.641	   3.667	        4.75	   -0.472
           3	   2.393	   0.265	  0.043	  1.434	   6    	        4.5 	    1.865
           3	   3.283	   0.385	  0.122	  2.187	   8    	        4.85	    2.023
           4	   2.077	   0.389	  0.28 	  2.506	   5.25 	        5.01	   -0.002
           4	   1.556	   0.143	  0.182	  2.014	   2    	        4.99	   -1.895
           2	   3.605	   0.243	  0.126	  1.611	   6.5  	        3.99	    0.915
           3	   2.484	   0.227	  0.298	  2.299	   3.667	        4.37	   -1.641
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.1 	   -0.826
           2	   3.379	   0.14 	  0.128	  1.643	   4.5  	        3.84	   -0.79
           3	   2.253	   0.169	  0.086	  1.69 	   3    	        4.42	   -1.198
           4	   2.462	   0.48 	  0.161	  2.451	   6.5  	        5.23	    0.946
           3	   3.283	   0.324	  0.169	  2.337	   6    	        4.43	   -0.113
           4	   2.618	   0.378	  0.27 	  2.894	   5    	        5.01	   -1.16
           3	   3.283	   0.367	  0.11 	  2.301	   7    	        4.47	    0.939
           4	   2.803	   0.434	  0.139	  2.403	   6.5  	        5.27	    0.721
           4	   2.077	   0.403	  0.227	  2.441	   5.25 	        5.26	    0.102
           2	   3.726	   0.205	  0.171	  1.659	   4.5  	        4.39	   -1.261
           4	   2.149	   0.35 	  0.223	  2.444	   4.75 	        5.12	   -0.416
           4	   2.737	   0.371	  0.201	  2.638	   5.25 	        5.31	   -0.697
           3	   2.619	   0.166	  0.191	  2.015	   4    	        4.78	   -0.991
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        3.93	   -0.782
           3	   2.253	   0.166	  0.157	  2.318	   4    	        4.53	   -0.894
           3	   2.253	   0.184	  0.243	  2.279	   4    	        4.51	   -0.959
           3	   3.312	   0.336	  0.179	  2.074	   5.667	        4.69	   -0.234
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        3.89	   -0.782
           3	   2.253	   0.144	  0.08 	  1.694	   3.333	        4.48	   -0.838
           4	   2.054	   0.372	  0.183	  2.556	   5.75 	        5.29	    0.585
           4	   2.618	   0.338	  0.15 	  2.327	   4.5  	        4.95	   -0.933
           3	   2.276	   0.384	  0.072	  1.778	   7.333	        4.83	    2.823
           4	   2.737	   0.416	  0.182	  2.497	   5.5  	        5.33	   -0.332
           4	   2.474	   0.404	  0.16 	  2.601	   5.5  	        5.14	   -0.139
           3	   2.253	   0.238	  0.062	  1.652	   4.333	        4.6 	    0.128
           3	   2.85 	   0.268	  0.281	  2.041	   4.333	        4.71	   -1.107
           4	   1.964	   0.208	  0.162	  2.028	   3    	        5.08	   -1.362
           3	   3.283	   0.347	  0.167	  2.269	   6.333	        4.57	    0.267
           3	   3.482	   0.314	  0.2  	  2.024	   5    	        4.52	   -1.02
           4	   2.893	   0.339	  0.257	  2.684	   4.5  	        5.62	   -1.673
           2	   3.535	   0.315	  0.047	  1.626	   9    	        4.1 	    3.477
           4	   2.311	   0.321	  0.225	  2.521	   4.75 	        4.99	   -0.628
           4	   2.462	   0.399	  0.165	  2.636	   5.25 	        5.26	   -0.412
           4	   2.092	   0.282	  0.204	  2.532	   4.25 	        5.4 	   -0.86
           4	   2.328	   0.399	  0.197	  2.379	   6.25 	        5.34	    0.947
           4	   2.311	   0.347	  0.121	  2.085	   4.5  	        5.01	   -0.364
           3	   3.073	   0.303	  0.171	  1.77 	   5.667	        4.54	    0.35
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.14	   -2.804
           3	   3.482	   0.511	  0.115	  1.773	   8.333	        4.52	    2.452
           4	   2.809	   0.442	  0.163	  2.503	   6.25 	        5.11	    0.333
           3	   3.283	   0.331	  0.174	  2.276	   6    	        4.78	   -0.064
           3	   3.299	   0.408	  0.137	  2.211	   8    	        4.7 	    1.945
           4	   2.462	   0.399	  0.167	  2.633	   5.25 	        6.18	   -0.411
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.07	   -2.804
           3	   2.403	   0.291	  0.218	  2.317	   5.667	        4.41	    0.438
           2	   3.414	   0.337	  0.062	  1.602	   8.5  	        3.88	    3.085
           2	   3.379	   0.198	  0.077	  1.584	   5.5  	        3.86	    0.262
           2	   1.869	   0.005	  0.015	  1    	   0.5  	        4.34	   -2.389
           4	   2.785	   0.358	  0.244	  2.413	   4.75 	        5.59	   -1.05
           2	   2.562	   0.123	  0.082	  1.434	   3    	        3.86	   -1.201
           2	   3.605	   0.367	  0.042	  1.564	   9    	        4.13	    3.422
           4	   2.141	   0.364	  0.088	  1.979	   4.5  	        4.9 	   -0.072
           3	   2.253	   0.186	  0.079	  1.681	   3.333	        4.69	   -0.866
           4	   2.759	   0.408	  0.199	  2.277	   5.75 	        5.33	    0.107
           3	   3.108	   0.372	  0.115	  1.911	   6.667	        4.64	    1.161
           2	   2.215	   0.027	  0.128	  1.481	   1.5  	        3.81	   -2.351
           3	   3.283	   0.386	  0.119	  2.218	   7    	        4.43	    0.994
           2	   3.605	   0.334	  0.057	  1.416	  11    	        4.02	    5.588
           2	   3.379	   0.123	  0.123	  1.703	   4    	        4.01	   -1.328
           4	   0.934	   0.074	  0.134	  1.628	   1    	        4.99	   -1.77
           2	   3.535	   0.362	  0.015	  1.545	   9    	        3.97	    3.543
           4	   1.683	   0.172	  0.081	  1.353	   2.25 	        5.28	   -1.039
           3	   2.484	   0.227	  0.298	  2.299	   3.667	        4.74	   -1.641
           3	   2.738	   0.378	  0.105	  1.92 	   7    	        4.6 	    1.859
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        3.99	   -0.358
           3	   2.611	   0.183	  0.212	  1.6  	   3.667	        4.44	   -0.939
           3	   2.268	   0.166	  0.235	  2.303	   4    	        4.7 	   -0.972
           2	   3.414	   0.351	  0.023	  1.588	   9.5  	        3.91	    4.124
           2	   2.562	   0.123	  0.082	  1.434	   3    	        3.92	   -1.201
           2	   3.726	   0.205	  0.171	  1.659	   4.5  	        4.04	   -1.261
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        3.99	   -2.093
           2	   3.726	   0.401	  0.051	  1.582	   9    	        3.82	    3.24
           4	   1.69 	   0.228	  0.108	  1.999	   3.25 	        5.32	   -0.775
           4	   3.235	   0.508	  0.165	  2.579	   6.75 	        4.94	    0.263
           2	   3.478	   0.337	  0.012	  1.445	   8.5  	        4.43	    3.228
           3	   3.283	   0.347	  0.167	  2.269	   6.333	        4.64	    0.267
           3	   3.283	   0.356	  0.124	  2.281	   7.333	        5.12	    1.289
           4	   2.585	   0.322	  0.224	  2.446	   4.75 	        5.28	   -0.827
           3	   2.619	   0.145	  0.202	  2.043	   3.333	        4.56	   -1.676
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.92	   -0.826
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.07	   -2.804
           4	   2.462	   0.464	  0.065	  2.123	   6.5  	        5.07	    1.386
           3	   3.283	   0.347	  0.167	  2.269	   6.333	        4.48	    0.267
           4	   2.737	   0.359	  0.217	  2.642	   5.5  	        5.07	   -0.455
           2	   1.869	   0.005	  0.015	  1    	   0.5  	        4   	   -2.389
           4	   2.737	   0.355	  0.201	  2.846	   5.5  	        5.55	   -0.639
           4	   3.104	   0.356	  0.213	  2.737	   5    	        5.36	   -1.41
           3	   2.781	   0.381	  0.114	  1.771	   6.667	        4.3 	    1.62
           3	   3.283	   0.392	  0.121	  2.177	   8    	        4.78	    2.027
           3	   3.283	   0.324	  0.171	  2.322	   6    	        4.23	   -0.1
           2	   3.379	   0.198	  0.077	  1.584	   5.5  	        3.92	    0.262
           4	   3.173	   0.529	  0.112	  2.07 	   6.5  	        4.64	    0.616
           3	   3.491	   0.333	  0.186	  2.331	   5.667	        4.27	   -0.674
           2	   3.414	   0.255	  0.068	  1.718	   7    	        3.6 	    1.545
           3	   2.85 	   0.444	  0.156	  1.867	   7.667	        4.12	    2.35
           4	   1.964	   0.166	  0.162	  2.041	   3    	        4.73	   -1.333
           4	   3.259	   0.541	  0.174	  2.47 	   6.75 	        4.56	    0.306
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        3.53	   -0.108
           2	   3.379	   0.162	  0.104	  1.642	   5    	        3.66	   -0.287
           3	   3.283	   0.482	  0.092	  1.999	   9    	        4.41	    3.144
           4	   2.462	   0.294	  0.15 	  2.267	   4.5  	        4.61	   -0.673
           4	   2.618	   0.404	  0.234	  2.88 	   5.25 	        4.82	   -0.886
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        4.39	   -0.782
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        3.78	   -0.782
           3	   2.253	   0.109	  0.095	  1.633	   3    	        4.11	   -1.09
           3	   3.299	   0.376	  0.155	  2.243	   6.667	        4.47	    0.594
           2	   3.605	   0.302	  0.048	  1.613	   9    	        3.88	    3.432
           3	   2.276	   0.433	  0.043	  1.752	   7.667	        4.11	    3.163
           2	   3.379	   0.162	  0.104	  1.642	   5    	        3.67	   -0.287
           3	   2.619	   0.255	  0.19 	  2.001	   4.667	        4.28	   -0.398
           4	   1.964	   0.183	  0.287	  2.679	   3.25 	        4.7 	   -1.863
           3	   3.155	   0.42 	  0.121	  2.22 	   7    	        4.17	    1.084
           3	   3.283	   0.313	  0.148	  2.37 	   6.333	        4.06	    0.219
           3	   2.253	   0.144	  0.08 	  1.694	   3.333	        4.31	   -0.838
           4	   2.311	   0.279	  0.189	  2.363	   4    	        4.49	   -1.142
           4	   2.612	   0.316	  0.105	  1.993	   5.25 	        4.9 	    0.224
           4	   1.964	   0.229	  0.246	  2.496	   3.5  	        4.58	   -1.435
           4	   3.391	   0.522	  0.157	  2.472	   6.5  	        4.54	   -0.042
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        3.69	   -0.358
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.68	   -0.826
           2	   3.414	   0.301	  0.05 	  1.598	   9    	        3.63	    3.637
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	       19.17	   -0.826
           3	   2.619	   0.161	  0.194	  2.042	   3.667	        6.85	   -1.349
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.26	   -0.826
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.59	   -2.804
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        5.25	   -0.782
           4	   2.042	   0.376	  0.164	  1.995	   4.5  	        7.28	   -0.077
           3	   2.253	   0.142	  0.243	  2.272	   3.667	        4.43	   -1.243
           2	   3.379	   0.162	  0.104	  1.642	   5    	        3.79	   -0.287
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.17	   -0.826
           2	   3.367	   0.12 	  0.122	  1.364	   3.5  	        5.07	   -1.473
           3	   2.253	   0.196	  0.153	  2.146	   4    	        4.39	   -0.748
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.69	   -2.804
           4	   1.69 	   0.166	  0.188	  2.331	   3    	        4.73	   -1.375
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.67	   -1.328
           3	   2.253	   0.155	  0.26 	  2.282	   3.667	        4.25	   -1.283
           2	   3.402	   0.213	  0.08 	  1.594	   6.5  	        4.3 	    1.211
           4	   2.618	   0.43 	  0.173	  2.583	   5.25 	        5.36	   -0.554
           4	   2.462	   0.45 	  0.068	  1.978	   6.5  	        5.56	    1.542
           4	   2.462	   0.406	  0.169	  2.586	   5.25 	        5.56	   -0.373
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.67	   -0.826
           4	   2.737	   0.401	  0.204	  2.598	   6.25 	        4.61	    0.31
           4	   2.462	   0.393	  0.217	  2.73 	   5.25 	        4.87	   -0.552
           3	   3.283	   0.46 	  0.074	  2.126	   8.667	        4.29	    2.724
           4	   2.462	   0.382	  0.195	  2.73 	   5.5  	        4.72	   -0.269
           3	   2.253	   0.246	  0.123	  1.939	   4.333	        4.03	   -0.228
           3	   3.268	   0.365	  0.127	  2.222	   7    	        4.19	    1.018
           2	   3.605	   0.362	  0.063	  1.526	   9    	        3.63	    3.444
           3	   3.283	   0.347	  0.167	  2.269	   6.333	        4.38	    0.267
           4	   2.462	   0.416	  0.214	  2.676	   5.5  	        4.86	   -0.268
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        3.66	   -0.782
           2	   3.379	   0.162	  0.104	  1.642	   5    	        3.57	   -0.287
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        3.73	   -0.358
           2	   3.379	   0.146	  0.114	  1.643	   4.5  	        3.72	   -0.782
           2	   1.869	   0.022	  0.265	  1.648	   1    	        3.61	   -2.804
           4	   2.462	   0.369	  0.257	  2.878	   5.25 	        4.58	   -0.716
           2	   3.726	   0.205	  0.171	  1.659	   4.5  	        3.78	   -1.261
           2	   1.869	   0.005	  0.015	  1    	   0.5  	        3.7 	   -2.389
           4	   2.737	   0.33 	  0.245	  2.676	   4.75 	        5.06	   -1.238
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.44	   -1.325
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        3.72	   -0.826
           3	   2.253	   0.207	  0.064	  1.644	   4    	        4.36	   -0.168
           4	   2.462	   0.411	  0.202	  2.771	   6.25 	        5   	    0.404
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        3.56	   -0.358
           3	   3.283	   0.357	  0.14 	  2.303	   6.333	        4.29	    0.25
           4	   1.982	   0.35 	  0.196	  2.519	   5    	        4.56	   -0.047
           4	   2.462	   0.361	  0.233	  2.827	   5.5  	        4.6 	   -0.383
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.49	   -1.325
           3	   2.253	   0.144	  0.253	  2.343	   3.333	        4.3 	   -1.66
           3	   2.403	   0.315	  0.236	  2.183	   6.333	        4.65	    1.196
           2	   3.379	   0.15 	  0.11 	  1.719	   5    	        3.61	   -0.358
           2	   3.402	   0.307	  0.071	  1.563	   8    	        3.59	    2.657
           2	   3.402	   0.191	  0.089	  1.627	   5.5  	        3.91	    0.191
           3	   3.283	   0.373	  0.131	  2.29 	   6.667	        4.29	    0.59
           3	   3.283	   0.331	  0.174	  2.276	   6    	        4.04	   -0.064
           3	   3.283	   0.432	  0.094	  2.152	   8.333	        4.26	    2.372
           3	   3.068	   0.257	  0.038	  1.642	   4.667	        4.08	   -0.338
           2	   3.569	   0.295	  0.085	  1.58 	   7.5  	        3.68	    1.971
           4	   2.311	   0.344	  0.225	  2.468	   5    	        4.67	   -0.348
           4	   2.014	   0.386	  0.263	  2.482	   5.25 	        4.76	    0.105
           2	   3.379	   0.123	  0.123	  1.703	   4    	        3.65	   -1.328
           3	   3.177	   0.295	  0.111	  1.906	   6    	        4.04	    0.511
           3	   2.403	   0.298	  0.229	  2.189	   5.667	        4.48	    0.548
           4	   2.462	   0.399	  0.165	  2.636	   5.25 	        4.8 	   -0.412
           3	   2.619	   0.161	  0.194	  2.042	   3.667	        4.11	   -1.349
           3	   2.253	   0.193	  0.085	  1.63 	   3.333	        4.27	   -0.828
           2	   3.414	   0.319	  0.054	  1.641	   8.5  	        3.85	    3.072
           3	   2.253	   0.238	  0.122	  1.991	   4.333	        4.53	   -0.271
           3	   3.283	   0.308	  0.179	  2.336	   5.667	        4.67	   -0.439
           3	   2.253	   0.184	  0.243	  2.279	   4    	        5.13	   -0.959
           3	   3.283	   0.308	  0.179	  2.336	   5.667	        4.78	   -0.439
           2	   3.605	   0.289	  0.071	  1.675	   7.5  	        4.37	    1.86
           3	   3.283	   0.324	  0.171	  2.322	   6    	        4.93	   -0.1
           2	   3.605	   0.213	  0.15 	  1.64 	   5.5  	        4.95	   -0.108
           3	   3.275	   0.363	  0.171	  2.022	   7    	        5.49	    1.169
           4	   2.456	   0.493	  0.192	  2.164	   6.5  	        5.47	    1.195
           2	   3.379	   0.162	  0.104	  1.642	   5    	        4.44	   -0.287
           3	   3.499	   0.479	  0.11 	  1.971	   8    	        5.36	    1.941
           2	   3.379	   0.217	  0.088	  1.64 	   5.5  	        4.9 	    0.176
           4	   2.737	   0.33 	  0.245	  2.676	   4.75 	        5.55	   -1.238
           4	   3.143	   0.485	  0.114	  2.214	   6.5  	        6.92	    0.544
           2	   1.869	   0.022	  0.265	  1.648	   1    	        4.8 	   -2.804
           3	   3.283	   0.422	  0.099	  2.012	   7.333	        5.05	    1.517
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.43	   -0.826
           2	   3.605	   0.286	  0.078	  1.509	   9    	        4.52	    3.522
           3	   3.491	   0.34 	  0.191	  2.284	   5.667	        5.61	   -0.639
           3	   2.619	   0.255	  0.19 	  2.001	   4.667	        5.28	   -0.398
           4	   2.737	   0.355	  0.201	  2.846	   5.5  	        5.49	   -0.639
           2	   3.379	   0.24 	  0.08 	  1.607	   6    	        3.73	    0.694
           3	   3.299	   0.445	  0.143	  2.217	   7.333	        4.89	    1.229
           3	   2.253	   0.168	  0.251	  2.282	   3.667	        5.34	   -1.287
           2	   3.379	   0.104	  0.126	  1.634	   4    	        3.96	   -1.243
           2	   3.478	   0.337	  0.012	  1.445	   8.5  	        4.02	    3.228
           3	   3.514	   0.369	  0.111	  2.121	   8    	        5.49	    1.885
           4	   2.474	   0.352	  0.099	  2.196	   5.5  	        5.24	    0.379
           3	   2.253	   0.256	  0.229	  2.243	   4.667	        5.7 	   -0.314
           3	   3.514	   0.494	  0.096	  2.074	   9    	        6.15	    2.822
           4	   2.462	   0.344	  0.2  	  3.037	   5    	        7.45	   -1.043
           4	   1.964	   0.183	  0.287	  2.679	   3.25 	        6.46	   -1.863
           4	   1.964	   0.261	  0.28 	  2.631	   3.75 	        5.51	   -1.386
           4	   1.69 	   0.15 	  0.192	  2.341	   2.75 	        5.19	   -1.623
           4	   1.964	   0.261	  0.28 	  2.631	   3.75 	        4.93	   -1.386
           4	   2.462	   0.415	  0.243	  2.89 	   5.5  	        4.75	   -0.51
           3	   2.253	   0.16 	  0.246	  2.333	   3.667	        4.59	   -1.325
           4	   2.82 	   0.491	  0.15 	  2.537	   6.5  	        5.03	    0.502
           2	   3.379	   0.169	  0.107	  1.659	   4.5  	        3.71	   -0.814
           2	   3.391	   0.17 	  0.147	  1.447	   5.5  	        4.09	    0.345
           4	   2.618	   0.319	  0.285	  2.905	   4.5  	        4.92	   -1.627
           3	   3.283	   0.324	  0.171	  2.322	   6    	        4.51	   -0.1
           4	   2.618	   0.319	  0.285	  2.905	   4.5  	        5.28	   -1.627
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.02	   -0.826
           4	   3.091	   0.387	  0.185	  2.676	   5.5  	        5.19	   -0.839
           2	   2.418	   0.063	  0.222	  1.39 	   2    	        4.16	   -2.093
           4	   1.964	   0.15 	  0.171	  2.042	   2.75 	        5.8 	   -1.577
           2	   3.379	   0.104	  0.126	  1.634	   4    	        4.37	   -1.243
           4	   2.523	   0.6  	  0.211	  2.503	   7.75 	        6.49	    1.913
           4	   2.474	   0.451	  0.155	  2.541	   5.75 	        5.03	    0.129
           3	   2.253	   0.207	  0.192	  2.15 	   4    	        5.8 	   -0.802
           2	   3.535	   0.293	  0.058	  1.631	   8    	        4.15	    2.483
           3	   3.283	   0.324	  0.171	  2.322	   6    	        5.03	   -0.1
           4	   2.865	   0.558	  0.13 	  2.243	   8    	        5.19	    2.204
           2	   3.414	   0.271	  0.047	  1.704	   8    	        4.2 	    2.564
           3	   2.253	   0.144	  0.08 	  1.694	   3.333	        5.03	   -0.838
           3	   3.283	   0.329	  0.137	  2.297	   6.333	        4.75	    0.287
           3	   2.403	   0.315	  0.218	  2.225	   5.667	        4.85	    0.506
           4	   3.217	   0.532	  0.17 	  2.477	   6.5  	        5.05	    0.104
           2	   3.414	   0.403	  0.046	  1.462	  10    	        4.16	    4.675
           4	   2.737	   0.352	  0.205	  2.854	   5.25 	        6.01	   -0.898
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.29	   -0.826
           2	   2.562	   0.085	  0.118	  1.47 	   3    	        4.05	   -1.235
           3	   2.253	   0.307	  0.13 	  2.082	   5.333	        5.31	    0.561
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        6.4 	   -0.826
           4	   2.636	   0.438	  0.244	  2.812	   6    	       10.97	   -0.13
           4	   2.474	   0.403	  0.245	  2.803	   5.75 	       12.81	   -0.175
           2	   3.726	   0.205	  0.171	  1.659	   4.5  	        8.87	   -1.261
           4	   2.149	   0.38 	  0.214	  2.511	   4.75 	       11.55	   -0.504
           2	   3.379	   0.233	  0.082	  1.652	   6    	       10.37	    0.654
           3	   3.283	   0.289	  0.183	  2.27 	   5.667	       10.36	   -0.358
           4	   1.69 	   0.172	  0.199	  2.26 	   2.75 	       15.51	   -1.571
           4	   2.311	   0.305	  0.121	  2.156	   4.5  	       11.15	   -0.393
           3	   1.708	   0.145	  0.235	  2.079	   2.667	       11.09	   -1.5
           2	   3.379	   0.193	  0.095	  1.599	   5    	        9.33	   -0.266
           4	   3.139	   0.465	  0.168	  2.89 	   6.25 	       12.37	   -0.412
           4	   2.737	   0.396	  0.206	  2.636	   5.5  	       11.16	   -0.475
           4	   2.842	   0.444	  0.228	  2.6  	   6    	       12.36	   -0.114
           3	   2.492	   0.332	  0.162	  2.001	   7    	        9.58	    2.013
           3	   3.283	   0.329	  0.138	  2.285	   6.333	       13.49	    0.298
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        9.45	   -0.826
           3	   3.283	   0.405	  0.103	  2.186	   8    	       12.26	    2.023
           2	   3.414	   0.285	  0.071	  1.675	   7.5  	       12.53	    2.055
           4	   2.893	   0.388	  0.22 	  2.626	   5    	       14.89	   -1.127
           2	   3.379	   0.162	  0.104	  1.642	   5    	        9.44	   -0.287
           3	   2.253	   0.207	  0.192	  2.15 	   4    	       11.78	   -0.802
           3	   2.253	   0.262	  0.06 	  1.61 	   4.667	       10.58	    0.482
           3	   3.491	   0.386	  0.169	  2.304	   6    	       10.59	   -0.35
           2	   3.379	   0.224	  0.08 	  1.612	   7    	        8.98	    1.705
           3	   2.253	   0.168	  0.251	  2.282	   3.667	        9.85	   -1.287
           2	   3.414	   0.247	  0.079	  1.844	   7    	        9.05	    1.416
           4	   2.964	   0.424	  0.179	  2.513	   5.5  	       11.77	   -0.58
           2	   1.869	   0.022	  0.265	  1.648	   1    	        8.93	   -2.804
           3	   2.403	   0.331	  0.221	  2.263	   6.333	        9.96	    1.115
           3	   2.253	   0.233	  0.071	  1.588	   4.333	       10.73	    0.188
           3	   3.363	   0.42 	  0.071	  1.937	   7    	       10.47	    1.209
           2	   3.391	   0.142	  0.077	  1.406	   4.5  	        8.86	   -0.516
           4	   1.69 	   0.131	  0.199	  2.273	   2.75 	       12.66	   -1.543
           2	   3.379	   0.162	  0.104	  1.642	   5    	        8.44	   -0.287
           3	   3.375	   0.487	  0.057	  2.241	   8.333	       10.31	    2.173
           4	   2.48 	   0.4  	  0.13 	  2.246	   5.25 	        5.66	   -0.006
           2	   3.379	   0.104	  0.126	  1.634	   4    	        4.06	   -1.243
           4	   2.737	   0.399	  0.23 	  2.642	   5.25 	        5.32	   -0.758
           2	   3.379	   0.123	  0.123	  1.703	   4    	        4.77	   -1.328
           4	   1.69 	   0.173	  0.192	  2.281	   3    	        5.48	   -1.336
           3	   2.484	   0.209	  0.071	  1.688	   4.333	        5.05	   -0.119
           4	   2.462	   0.503	  0.225	  2.632	   7    	        5.59	    1.178
           2	   3.379	   0.198	  0.077	  1.584	   5.5  	        4.2 	    0.262
           4	   2.737	   0.418	  0.195	  2.643	   6    	        5.19	    0.007
           2	   1.869	   0.005	  0.015	  1    	   0.5  	        3.99	   -2.389
           4	   1.982	   0.399	  0.261	  2.472	   5.75 	        4.88	    0.636
           3	   2.619	   0.239	  0.187	  1.995	   4.333	        4.53	   -0.707
           2	   3.379	   0.139	  0.113	  1.695	   4.5  	        4.09	   -0.826
           4	   2.612	   0.383	  0.246	  2.47 	   4.5  	        5.27	   -1.211
           2	   3.605	   0.298	  0.085	  1.545	   9    	        3.73	    3.467
           4	   2.91 	   0.517	  0.244	  2.5  	   6.5  	        5.47	    0.329
           3	   3.283	   0.324	  0.169	  2.337	   6    	        4.88	   -0.113
           4	   1.683	   0.188	  0.063	  1.417	   2.5  	        5.06	   -0.851
           3	   3.514	   0.347	  0.175	  2.33 	   6    	        4.74	   -0.366
           4	   3.391	   0.559	  0.144	  2.623	   7.5  	        5.61	    0.783
           3	   2.492	   0.369	  0.031	  1.443	   7.667	        4.84	    3.332
